SCO0204	SCO0204	1
SCO0310	SCO0310	1
SCO2209	SCO2209	1
SCO2281	SCO2281	1
SCO2386	SCO2386	1
SCO3034	SCO3034	1
SCO3129	SCO3129	1
SCO3571	SCO3571	1
SCO3590	SCO3590	1
SCO3606	SCO3606	1
SCO3926	SCO3926	1
SCO4034	SCO4034	1
SCO6029	SCO6029	1
SCO0608	SCO0608	1
SCO2120	SCO2120	1
SCO3291	SCO3291	1
SCO4907	SCO4907	1
SCO5082	SCO5082	1
SCO5231	SCO5231	1
SCO5621	SCO5621	1
SCO5723	SCO5723	1
SCO6974	SCO6974	1
SCO7173	SCO7173	1
SCO1104	SCO1104	1
SCO2935	SCO2935	1
SCO2950	SCO2950	1
SCO3892	SCO3892	1
SCO4159	SCO4159	1
SCO4230	SCO4230	1
SCO4596	SCO4596	1
SCO5216	SCO5216	1
SCO5552	SCO5552	1
SCO2987	SCO2987	1
SCO3013	SCO3013	1
SCO3375	SCO3375	1
SCO4035	SCO4035	1
SCO4180	SCO4180	1
SCO4190	SCO4190	1
SCO4228	SCO4228	1
SCO4394	SCO4394	1
SCO5243	SCO5243	1
SCO7222	SCO7222	1
SCO0194	SCO0194	0.999999999999999
SCO1135	SCO1135	0.999999999999999
SCO1614	SCO1614	0.999999999999999
SCO2958	SCO2958	0.999999999999999
SCO2964	SCO2964	0.999999999999999
SCO3579	SCO3579	0.999999999999999
SCO4025	SCO4025	0.999999999999999
SCO5283	SCO5283	0.999999999999999
SCO5582	SCO5582	0.999999999999999
SCO5820	SCO5820	0.999999999999999
SCO5881	SCO5881	0.999999999999999
SCO6256	SCO6256	0.999999999999999
SCO6704	SCO6704	0.999999999999999
SCO3201	SCO3201	0.999999999999999
SCO4543	SCO4543	0.999999999999999
SCO7168	SCO7168	0.999999999999999
SCO1480	SCO1480	0.999999999999999
SCO3226	SCO3226	0.999999999999999
SCO5033	SCO5033	0.999999999999999
SCO1839	SCO1839	0.999999999999999
SCO5071	SCO5078	0.99127260528747
SCO5071	SCO5075	0.989988215545278
SCO5071	SCO5079	0.988485093229928
SCO5071	SCO5087	0.985900548421647
SCO5071	SCO5090	0.985383644634316
SCO5071	SCO5089	0.984304252328876
SCO5071	SCO5088	0.983959178827693
SCO5071	SCO5073	0.983035868750096
SCO5071	SCO5076	0.980905552392475
SCO5071	SCO5072	0.979380356747379
SCO5071	SCO5080	0.97843592440617
SCO5071	SCO5074	0.97680362292737
SCO5071	SCO5086	0.969931144795012
SCO5085	SCO5074	0.96754607122659
SCO5085	SCO5072	0.96043568609092
SCO5071	SCO5081	0.956091876669916
SCO5570	SCO5571	0.955668656999557
SCO5085	SCO5076	0.955645742865145
SCO0204	SCO0213	0.955123804946111
SCO5570	SCO5592	0.95453085223999
SCO5085	SCO5073	0.952129496824074
SCO5071	SCO5092	0.951558156294076
SCO5085	SCO5079	0.95151268554269
SCO0204	SCO0212	0.951026707644471
SCO5877	SCO5878	0.950166361877692
SCO5570	SCO4734	0.94973060563066
SCO5085	SCO5075	0.949643281421797
SCO5877	SCO5887	0.949200948183424
SCO5071	SCO5077	0.948639243782988
SCO0204	SCO0216	0.948262113014576
SCO0204	SCO0217	0.947911986345937
SCO5570	SCO4735	0.947716736068759
SCO5085	SCO5078	0.946594939892661
SCO5570	SCO1491	0.945112082463369
SCO0204	SCO0200	0.944578547257621
SCO5804	SCO5805	0.94421738222492
SCO5071	SCO5083	0.943865371853507
SCO5085	SCO5087	0.943214338445772
